# index, meta, _pos
10233,96845,"array([-10.86593556,  -2.52069314])"
10234,1154356,"array([-10.87306281,  -2.55781325])"
10235,107824,"array([-10.87485286,  -2.55831165])"
10236,129045,"array([-10.85738919,  -2.50587391])"
10237,15806,"array([-10.8412734 ,  -2.51131776])"
10238,1136895,"array([-10.85340703,  -2.55852645])"
10239,311290,"array([-10.86130671,  -2.5575431 ])"
10240,276038,"array([-10.87235557,  -2.51936321])"
10241,1130010,"array([-10.80662005,  -2.55469958])"
10242,616013,"array([-10.85372295,  -2.5466419 ])"
10243,1106278,"array([-10.84551663,  -2.53907791])"
10244,1103221,"array([-10.86939214,  -2.52662519])"
10245,745841,"array([-10.86897199,  -2.56150817])"
10246,188471,"array([-10.87557095,  -2.54086075])"
10247,386498,"array([-10.81978091,  -2.55486044])"
10248,32761,"array([-10.83974886,  -2.51980729])"
10249,1112688,"array([-10.8360325 ,  -2.51100685])"
10250,50524,"array([-10.88014395,  -2.57002951])"
10251,645016,"array([-10.89188764,  -2.55437823])"
10252,761441,"array([-10.8587606 ,  -2.53464738])"
10253,1153952,"array([-10.83179389,  -2.54686041])"
10254,37879,"array([-10.87664627,  -2.53793454])"
10255,31844,"array([-10.80620993,  -2.57428026])"
10256,1137809,"array([-10.85197721,  -2.54337971])"
10257,58865,"array([-10.87578664,  -2.53591783])"
10258,50336,"array([-10.87844376,  -2.53650689])"
10259,1153013,"array([-10.81129255,  -2.5091009 ])"
10260,42710,"array([-10.85043285,  -2.51526109])"
10261,1154749,"array([-10.83989031,  -2.53815457])"
10262,322724,"array([-10.8260083 ,  -2.55188154])"
10263,1138656,"array([-10.83156112,  -2.48169949])"
10264,815851,"array([-10.83104514,  -2.47428351])"
10265,81162,"array([-10.85222014,  -2.54276964])"
10266,411767,"array([-10.85824345,  -2.54309508])"
10267,149405,"array([-10.79844105,  -2.55754962])"
10268,850082,"array([-10.83570632,  -2.53168689])"
10269,41123,"array([-10.82547558,  -2.56419123])"
10270,118142,"array([-10.84665121,  -2.55979503])"
10271,590,"array([-10.81200266,  -2.53243471])"
10272,18402,"array([-10.82699589,  -2.57064794])"
10273,18418,"array([-10.82588096,  -2.58289369])"
10274,46153,"array([-10.7946453 ,  -2.55232555])"
10275,559075,"array([-10.81660489,  -2.5138765 ])"
10276,1135145,"array([-10.82561584,  -2.57353029])"
10277,40358,"array([-10.86773546,  -2.58234734])"
10278,60556,"array([-10.82960224,  -2.57821949])"
10279,521183,"array([-10.88937181,  -2.52016747])"
10280,55342,"array([-10.85067478,  -2.55945845])"
10281,363413,"array([-10.79106016,  -2.55364742])"
10282,11862,"array([-10.80103896,  -2.55537938])"
10283,138999,"array([-10.8550835 ,  -2.52950717])"
10284,361815,"array([-10.80024649,  -2.49948782])"
10285,1140648,"array([-10.81039044,  -2.51173189])"
10286,167505,"array([-10.81182116,  -2.56034279])"
10287,27397,"array([-10.80954361,  -2.5650998 ])"
10288,14545,"array([-10.88460686,  -2.53882757])"
10289,1117754,"array([-10.81363182,  -2.52891501])"
10290,19878,"array([-10.8231796 ,  -2.51611658])"
10291,6806,"array([-10.80925536,  -2.55480832])"
10292,1107073,"array([-10.87007711,  -2.53451779])"
10293,26929,"array([-10.87623351,  -2.53989537])"
10294,313378,"array([-10.82609496,  -2.57550028])"
10295,1154282,"array([-10.89006435,  -2.5372123 ])"
10296,701454,"array([-10.85260511,  -2.49205422])"
10297,273170,"array([-10.86099342,  -2.51772053])"
10298,128544,"array([-10.80306111,  -2.55999037])"
10299,2327,"array([-10.88968093,  -2.56398157])"
10300,1126480,"array([-10.8623213 ,  -2.58163395])"
10301,40349,"array([-10.8670795,  -2.5762581])"
10302,611523,"array([-10.86459674,  -2.53914467])"
10303,289945,"array([-10.87832054,  -2.54469202])"
10304,71487,"array([-10.81014427,  -2.56383402])"
10305,1123938,"array([-10.86824807,  -2.62266074])"
10306,467994,"array([-10.86956905,  -2.62776573])"
10307,212622,"array([-10.81195235,  -2.51754083])"
10308,1134469,"array([-10.80932215,  -2.50201797])"
10309,576309,"array([-10.80597965,  -2.50609636])"
10310,1129711,"array([-10.8983754 ,  -2.50948825])"
10311,223799,"array([-10.89066539,  -2.51419359])"
10312,1153577,"array([-10.86515636,  -2.51253648])"
10313,503877,"array([-10.86616877,  -2.5086342 ])"
10314,1102617,"array([-10.82288806,  -2.52422253])"
10315,39124,"array([-10.8786768 ,  -2.53083417])"
10316,780699,"array([-10.7918881 ,  -2.53704333])"
10317,32688,"array([-10.88637879,  -2.54331146])"
10318,1130800,"array([-10.85909884,  -2.57714587])"
10319,1111511,"array([-10.82988645,  -2.51109756])"
10320,1119424,"array([-10.83837305,  -2.51342654])"
10321,77283,"array([-10.87375621,  -2.57446954])"
10322,47096,"array([-10.80111588,  -2.53310801])"
10323,112933,"array([-10.79529719,  -2.53190839])"
10324,4415,"array([-10.81230951,  -2.55969917])"
10325,813641,"array([-10.8271434 ,  -2.55074509])"
10326,454062,"array([-10.86712715,  -2.52727472])"
10327,239053,"array([-10.86606564,  -2.52396442])"
10328,263616,"array([-10.81959503,  -2.52526764])"
10329,64958,"array([-10.83889501,  -2.53329865])"
10330,1104801,"array([-10.82668307,  -2.63131743])"
10331,593921,"array([-10.8624601 ,  -2.51399238])"
10332,1622,"array([-10.81193959,  -2.55344335])"
10333,632874,"array([-10.87898505,  -2.58090551])"
10334,779853,"array([-10.83226564,  -2.54361552])"
10335,796407,"array([-10.79152337,  -2.52088521])"
10336,1022915,"array([-10.83564685,  -2.55353976])"
10337,1152698,"array([-10.81696821,  -2.53063692])"
10338,51021,"array([-10.81699455,  -2.53497745])"
10339,837674,"array([-10.82391107,  -2.52867794])"
10340,434055,"array([-10.85349981,  -2.57667559])"
10341,401504,"array([-10.818425  ,  -2.54099964])"
10342,2546,"array([-10.81437235,  -2.55797026])"
10343,297175,"array([-10.80423361,  -2.56376456])"
10344,3410,"array([-10.81115534,  -2.56150365])"
10345,693712,"array([-10.86729137,  -2.5694842 ])"
10346,335733,"array([-10.86443425,  -2.5139336 ])"
10347,120819,"array([-10.89508954,  -2.55022452])"
10348,1109830,"array([-10.86437928,  -2.56616202])"
10349,99820,"array([-10.86575293,  -2.56551108])"
10350,180486,"array([-10.80301183,  -2.55840957])"
10351,2934,"array([-10.80640344,  -2.54164431])"
10352,1111443,"array([-10.88318681,  -2.51437288])"
10353,189566,"array([-10.87930603,  -2.52096265])"
10354,1136638,"array([-10.80232549,  -2.55501338])"
10355,1108368,"array([-10.87025503,  -2.54031707])"
10356,1253,"array([-10.84909675,  -2.52645284])"
10357,55001,"array([-10.86081977,  -2.5086107 ])"
10358,202123,"array([-10.86129643,  -2.51278108])"
10359,51099,"array([-10.8206983 ,  -2.57461764])"
10360,1153784,"array([-10.85484478,  -2.53673285])"
10361,289780,"array([-10.85536221,  -2.53255303])"
10362,1115463,"array([-10.82230106,  -2.54385201])"
10363,10870,"array([-10.82507758,  -2.55195665])"
10364,1013920,"array([-10.82434304,  -2.56288688])"
10365,262897,"array([-10.85277785,  -2.5770353 ])"
10366,1131773,"array([-10.86009767,  -2.52603714])"
10367,1154709,"array([-10.83029628,  -2.55492025])"
10368,572377,"array([-10.82810228,  -2.53590036])"
10369,530813,"array([-10.84584863,  -2.51600606])"
10370,530828,"array([-10.84187608,  -2.51892855])"
10371,485364,"array([-10.84076345,  -2.54866901])"
10372,482625,"array([-10.8320912,  -2.5440817])"
10373,120259,"array([-10.84235131,  -2.5820939 ])"
10374,18,"array([-10.81920893,  -2.54122412])"
10375,540170,"array([-10.85398489,  -2.55247336])"
10376,1124610,"array([-10.79805153,  -2.55109981])"
10377,1108142,"array([-10.79801261,  -2.55265105])"
10378,102579,"array([-10.79566365,  -2.55649685])"
10379,662279,"array([-10.89217611,  -2.56326617])"
10380,78994,"array([-10.89335491,  -2.56443238])"
10381,1152186,"array([-10.80259824,  -2.5585219 ])"
10382,187817,"array([-10.82125781,  -2.50952678])"
10383,63401,"array([-10.80795342,  -2.51564016])"
10384,1108396,"array([-10.80264798,  -2.48901748])"
10385,129664,"array([-10.79463424,  -2.48633854])"
10386,298020,"array([-10.82377121,  -2.54683929])"
10387,1154489,"array([-10.82029666,  -2.54374876])"
10388,1042059,"array([-10.86612078,  -2.53565516])"
10389,1113995,"array([-10.88745667,  -2.53665255])"
10390,980061,"array([-10.86150608,  -2.56047765])"
10391,21315,"array([-10.85702989,  -2.55313317])"
10392,1152122,"array([-10.83778109,  -2.5445082 ])"
10393,1121250,"array([-10.85828427,  -2.49767841])"
10394,7835,"array([-10.81452877,  -2.5487592 ])"
10395,1117390,"array([-10.81968313,  -2.56987517])"
10396,329184,"array([-10.82673671,  -2.56561875])"
10397,711473,"array([-10.85956189,  -2.5485107 ])"
10398,1041308,"array([-10.86301231,  -2.53495226])"
10399,1117074,"array([-10.89536757,  -2.53820423])"
10400,1123251,"array([-10.78101711,  -2.55766085])"
10401,96041,"array([-10.80108261,  -2.52700843])"
10402,1131270,"array([-10.85687148,  -2.55208072])"
10403,695039,"array([-10.8543465 ,  -2.55505542])"
10404,1127541,"array([-10.92610219,  -2.55485664])"
10405,118558,"array([-10.88207564,  -2.53341738])"
10406,9779,"array([-10.84357445,  -2.53401055])"
10407,1136903,"array([-10.82368754,  -2.49302378])"
10408,774091,"array([-10.82502043,  -2.50312063])"
10409,930986,"array([-10.82733893,  -2.57695823])"
10410,213562,"array([-10.83277864,  -2.52580918])"
10411,1153044,"array([-10.80814907,  -2.56437728])"
10412,1152967,"array([-10.82257285,  -2.55402988])"
10413,755615,"array([-10.87852383,  -2.56854132])"
10414,110286,"array([-10.8168514 ,  -2.54546934])"
10415,152483,"array([-10.85536437,  -2.52468643])"
10416,85352,"array([-10.86344599,  -2.51907658])"
10417,1128995,"array([-10.85586319,  -2.52382071])"
10418,59715,"array([-10.86207084,  -2.52703425])"
10419,248516,"array([-10.82830362,  -2.51107927])"
10420,120979,"array([-10.86709527,  -2.5560182 ])"
10421,756061,"array([-10.89787594,  -2.55400738])"
10422,1103367,"array([-10.83740504,  -2.54494502])"
10423,1153444,"array([-10.85637092,  -2.56330706])"
10424,596394,"array([-10.84998142,  -2.53838249])"
10425,84741,"array([-10.81266949,  -2.555445  ])"
10426,230329,"array([-10.83760512,  -2.5282944 ])"
10427,1031453,"array([-10.88024258,  -2.54065301])"
10428,1125078,"array([-10.84686708,  -2.54626386])"
10429,618069,"array([-10.87779866,  -2.52322751])"
10430,735609,"array([-10.835128  ,  -2.56548104])"
10431,1385,"array([-10.86658612,  -2.5254922 ])"
10432,272345,"array([-10.87674745,  -2.51487674])"
10433,469351,"array([-10.83268575,  -2.56837115])"
10434,1129681,"array([-10.87003601,  -2.52177355])"
10435,313738,"array([-10.83072243,  -2.53211066])"
10436,404759,"array([-10.83139909,  -2.53270587])"
10437,12247,"array([-10.85419437,  -2.52547075])"
10438,889778,"array([-10.8061262 ,  -2.55621702])"
10439,234086,"array([-10.79918925,  -2.52576984])"
10440,15984,"array([-10.88531115,  -2.52904441])"
10441,1126988,"array([-10.87624322,  -2.50566542])"
10442,1107408,"array([-10.82238624,  -2.57639533])"
10443,813936,"array([-10.85777777,  -2.56140378])"
10444,68251,"array([-10.81579671,  -2.49212801])"
10445,148057,"array([-10.8132492 ,  -2.48352875])"
10446,1043555,"array([-10.81365806,  -2.53638057])"
10447,1154142,"array([-10.80276734,  -2.54689648])"
10448,1111630,"array([-10.79311703,  -2.53806092])"
10449,29062,"array([-10.80343721,  -2.54084222])"
10450,1152367,"array([-10.83861134,  -2.51992959])"
10451,47599,"array([-10.85135827,  -2.53704811])"
10452,47605,"array([-10.84944543,  -2.54304758])"
10453,1121650,"array([-10.79243952,  -2.54444097])"
10454,822,"array([-10.85741373,  -2.57246998])"
10455,257530,"array([-10.86178655,  -2.57363216])"
10456,1115931,"array([-10.84709627,  -2.52515554])"
10457,21037,"array([-10.85019799,  -2.53075029])"
10458,1138277,"array([-10.81473149,  -2.5577845 ])"
10459,1113405,"array([-10.77014645,  -2.53051723])"
10460,1123421,"array([-10.8208798 ,  -2.56929197])"
10461,254184,"array([-10.8314245 ,  -2.56942508])"
10462,164226,"array([-10.81134968,  -2.53515391])"
10463,1154433,"array([-10.83175003,  -2.53618692])"
10464,98048,"array([-10.82024229,  -2.54235599])"
10465,1105898,"array([-10.85549043,  -2.49577737])"
10466,75373,"array([-10.85684559,  -2.48664049])"
10467,579996,"array([-10.85097131,  -2.53529697])"
10468,416947,"array([-10.81749709,  -2.52041094])"
10469,26577,"array([-10.80632131,  -2.55500234])"
10470,1132083,"array([-10.90254548,  -2.56822252])"
10471,169279,"array([-10.9010486 ,  -2.56826611])"
10472,266,"array([-10.87690468,  -2.57062441])"
10473,67029,"array([-10.79027285,  -2.53350492])"
10474,1116128,"array([-10.88579706,  -2.58171694])"
10475,98478,"array([-10.87904312,  -2.57520838])"
10476,54951,"array([-10.81550245,  -2.51130309])"
10477,1153457,"array([-10.81258657,  -2.50091627])"
10478,1112953,"array([-10.87439523,  -2.51194202])"
10479,1111716,"array([-10.82515327,  -2.58567741])"
10480,1135685,"array([-10.83645729,  -2.5006484 ])"
10481,636500,"array([-10.8880047 ,  -2.55213332])"
10482,147602,"array([-10.83965251,  -2.56288741])"
10483,1153703,"array([-10.87955615,  -2.53664568])"
10484,1121908,"array([-10.83326912,  -2.56198014])"
10485,424790,"array([-10.83752639,  -2.572001  ])"
10486,927429,"array([-10.8482548 ,  -2.51091893])"
10487,123731,"array([-10.7861947 ,  -2.55227528])"
10488,1105890,"array([-10.84382211,  -2.51004123])"
10489,1153859,"array([-10.86857162,  -2.52394768])"
10490,72918,"array([-10.85144714,  -2.52418189])"
10491,14182,"array([-10.80681033,  -2.52186304])"
10492,136665,"array([-10.86606001,  -2.53269516])"
10493,250191,"array([-10.82215646,  -2.50830394])"
10494,116412,"array([-10.82331569,  -2.50889357])"
10495,750462,"array([-10.83091304,  -2.58319378])"
10496,5856,"array([-10.88172992,  -2.55874249])"
10497,325855,"array([-10.79547168,  -2.54046163])"
10498,128132,"array([-10.8192896 ,  -2.49986704])"
10499,182360,"array([-10.80854349,  -2.49477028])"
10500,99390,"array([-10.80997625,  -2.54158969])"
10501,638992,"array([-10.80345226,  -2.54745726])"
10502,1047086,"array([-10.82512369,  -2.54325906])"
10503,1135822,"array([-10.87088278,  -2.55979465])"
10504,70638,"array([-10.78758202,  -2.56049819])"
10505,1116197,"array([-10.79374052,  -2.54944628])"
10506,1135224,"array([-10.82260078,  -2.56941774])"
10507,1153433,"array([-10.84110733,  -2.52534199])"
10508,190642,"array([-10.82573159,  -2.53940973])"
10509,70000,"array([-10.83244737,  -2.55564928])"
10510,19795,"array([-10.86716148,  -2.55415301])"
10511,1102502,"array([-10.87968381,  -2.61652887])"
10512,2026,"array([-10.87910793,  -2.61473227])"
10513,9077,"array([-10.86663979,  -2.53576107])"
10514,41143,"array([-10.83310412,  -2.54646878])"
10515,73644,"array([-10.83333648,  -2.55049458])"
10516,1121668,"array([-10.80600193,  -2.54975071])"
10517,222764,"array([-10.79889543,  -2.5463942 ])"
10518,368362,"array([-10.83160815,  -2.56460353])"
10519,15226,"array([-10.82585956,  -2.56232902])"
10520,707477,"array([-10.88141797,  -2.59693985])"
10521,704042,"array([-10.88045448,  -2.59482332])"
10522,1115794,"array([-10.85930465,  -2.54190793])"
10523,444693,"array([-10.81816424,  -2.5450156 ])"
10524,329828,"array([-10.79177869,  -2.5480512 ])"
10525,8766,"array([-10.79097987,  -2.5460766 ])"
10526,68073,"array([-10.80495686,  -2.53735735])"
10527,68080,"array([-10.82984335,  -2.54345699])"
10528,66667,"array([-10.85125593,  -2.53386987])"
10529,91853,"array([-10.86747494,  -2.50434148])"
10530,20178,"array([-10.87064217,  -2.49929394])"
10531,69793,"array([-10.82990546,  -2.52678663])"
10532,44777,"array([-10.82866635,  -2.51653006])"
10533,1132985,"array([-10.88058723,  -2.53948866])"
10534,100197,"array([-10.87796127,  -2.53931479])"
10535,34128,"array([-10.82115295,  -2.52555953])"
10536,170420,"array([-10.87426603,  -2.57177762])"
10537,1107598,"array([-10.79357375,  -2.54481809])"
10538,1114914,"array([-10.87234511,  -2.52106208])"
10539,1111856,"array([-10.85384543,  -2.54412992])"
10540,1155123,"array([-10.80740744,  -2.5608671 ])"
10541,241516,"array([-10.82228991,  -2.58448641])"
10542,87513,"array([-10.81161208,  -2.51389468])"
10543,19386,"array([-10.8130996 ,  -2.51434779])"
10544,763591,"array([-10.82641826,  -2.56450666])"
10545,32926,"array([-10.86682098,  -2.53788702])"
10546,61981,"array([-10.80564119,  -2.5556834 ])"
10547,1121939,"array([-10.88792731,  -2.5159252 ])"
10548,482146,"array([-10.8529173 ,  -2.51060593])"
10549,184126,"array([-10.85258054,  -2.52535752])"
10550,1114695,"array([-10.85276604,  -2.56538525])"
10551,32660,"array([-10.83971613,  -2.49400367])"
10552,1152950,"array([-10.82638493,  -2.56664033])"
10553,980147,"array([-10.8647448 ,  -2.56209292])"
10554,1102911,"array([-10.84267456,  -2.57303596])"
10555,273371,"array([-10.79071005,  -2.50712044])"
10556,185060,"array([-10.79719249,  -2.53040336])"
10557,1118667,"array([-10.80690281,  -2.55125602])"
10558,1117799,"array([-10.79913795,  -2.52177752])"
10559,658,"array([-10.80859105,  -2.52670065])"
10560,1008685,"array([-10.82059917,  -2.52016676])"
10561,16233,"array([-10.8970159 ,  -2.53111839])"
10562,1137957,"array([-10.87694723,  -2.56581665])"
10563,1105096,"array([-10.81556102,  -2.54589497])"
10564,1152490,"array([-10.87074388,  -2.5472412 ])"
10565,777586,"array([-10.80359532,  -2.54386238])"
10566,1123180,"array([-10.79654435,  -2.5518813 ])"
10567,160279,"array([-10.82969859,  -2.57515129])"
10568,256121,"array([-10.85766823,  -2.52051251])"
10569,1136289,"array([-10.83482496,  -2.54561934])"
10570,90672,"array([-10.82311532,  -2.53888321])"
10571,1152237,"array([-10.86002083,  -2.56663348])"
10572,635196,"array([-10.81165599,  -2.50848961])"
10573,1119093,"array([-10.82466437,  -2.50006392])"
10574,1131503,"array([-10.86934204,  -2.52989681])"
10575,51180,"array([-10.86461594,  -2.52801696])"
10576,1152626,"array([-10.86320399,  -2.55414163])"
10577,10116,"array([-10.86246116,  -2.53853969])"
10578,1138602,"array([-10.85583598,  -2.51263531])"
10579,1152699,"array([-10.80446177,  -2.53722676])"
10580,380323,"array([-10.85456496,  -2.58192395])"
10581,161085,"array([-10.81832161,  -2.51749333])"
10582,34950,"array([-10.8097216 ,  -2.55499364])"
10583,611910,"array([-10.79307876,  -2.55299012])"
10584,190156,"array([-10.84317051,  -2.52142271])"
10585,70374,"array([-10.84548454,  -2.51549364])"
10586,428241,"array([-10.80301357,  -2.53147891])"
10587,9113,"array([-10.80296241,  -2.53664424])"
10588,29610,"array([-10.82169843,  -2.54196474])"
10589,249811,"array([-10.82231836,  -2.53611624])"
10590,332049,"array([-10.8764148 ,  -2.58302806])"
10591,4075,"array([-10.87154169,  -2.57475832])"
10592,96995,"array([-10.80455117,  -2.54987658])"
10593,438671,"array([-10.83347124,  -2.60610745])"
10594,191907,"array([-10.81683913,  -2.5492693 ])"
10595,69301,"array([-10.81767479,  -2.55726172])"
10596,1113881,"array([-10.83020678,  -2.56966754])"
10597,76745,"array([-10.84387907,  -2.52957201])"
